Gender,Loan_Requirement (in 1000$),Loan_Tenure,Home_Ownership,Income (in 1000$),Employment_Tenure,Credit_score,Age,Credit_Utlization,Active_Credit_balance (in 1000$),Open_CreditAcc,Income_to_debt_ratio,Pre-Approved,LoanStatus
Female,44,15,0,20,0,485,68,66,31,7,27,0,False
Male,25,11,0,15,11,785,46,22,16,0,79,1,True
Female,64,18,0,61,15,735,69,33,17,0,88,1,True
Female,84,17,0,4000,0,250,63,48,34,5,14,0,False
Female,53,20,0,18,4,460,68,70,44,6,22,0,False
Male,16,5,1,73,36,980,24,23,7,0,95,1,True
Male,23,7,1,55,38,805,26,1,9,1,80,1,True
Female,70,15,0,3000,1,285,69,38,22,7,42,0,False
Female,62,17,0,4000,0,245,69,38,44,5,49,0,False
Male,42,11,0,12,15,895,32,16,16,2,65,1,True
Female,28,20,0,96,36,723,68,42,18,7,80,1,True
Male,24,8,1,58,21,805,36,29,5,0,93,1,True
Male,79,20,0,15000,0,345,68,51,22,6,23,0,False
Female,44,10,1,3000,0,480,34,27,38,6,38,0,False
Female,81,23,0,4000,1,265,69,44,44,6,20,0,False
Male,79,15,0,4000,0,315,66,43,36,5,45,0,False
Male,19,7,1,84,26,940,32,29,6,1,88,1,True
Male,19,8,1,97,18,855,22,15,7,0,86,1,True
Female,72,22,0,2000,1,345,67,34,47,5,43,0,False
Male,94,24,1,4000,1,530,63,56,38,6,28,0,False
Female,95,24,0,23000,1,110,62,42,30,5,40,0,False
Male,25,7,1,40,18,930,37,19,10,1,69,1,True
Female,50,15,0,4000,0,425,60,31,42,5,37,0,False
Male,52,16,1,2000,1,190,48,27,40,6,21,0,False
Female,69,22,0,3000,1,220,66,32,29,7,32,0,False
Male,19,9,0,16,27,740,54,22,9,3,63,1,True
Male,17,8,1,58,18,850,47,25,8,0,80,1,True
Female,91,18,1,10000,0,410,72,56,48,5,23,0,False
Male,95,21,1,3000,1,435,62,37,42,7,17,0,False
Female,45,15,0,23,4,490,67,54,45,5,22,0,False
Male,44,13,0,8,34,680,43,17,13,3,87,1,True
Female,19,8,1,3000,1,100,51,17,44,5,10,0,False
Male,24,6,1,58,18,820,32,23,8,1,83,1,True
Female,63,15,0,4000,1,100,65,53,31,6,27,0,False
Female,51,17,0,2000,0,405,65,49,33,5,33,0,False
Male,15,6,1,58,13,840,41,28,7,0,90,1,True
Male,11,7,1,68,31,995,42,28,5,0,80,1,True
Female,17,8,1,6,33,680,44,17,8,3,54,1,True
Female,95,24,1,4000,0,235,63,47,27,5,10,0,False
Female,90,18,0,2000,0,450,67,30,49,5,17,0,False
Female,57,18,1,68,29,780,69,58,12,2,58,1,True
Female,48,17,0,8,4,360,66,74,48,7,10,0,False
Female,79,24,0,4000,0,230,64,30,20,6,40,0,False
Male,20,7,1,57,17,870,35,16,6,0,81,1,True
Female,37,13,1,3000,1,275,54,19,24,5,29,0,False
Male,15,8,1,51,16,935,30,15,8,0,86,1,True
Male,25,10,0,21,16,815,50,6,6,1,73,1,True
Female,81,24,1,1999,6,406,62,34,46,7,32,1,True
Male,78,21,1,3000,1,390,64,38,30,6,45,0,False
Male,26,7,1,18,15,985,28,20,9,2,71,1,True
Female,46,19,0,21,4,435,66,51,43,5,13,0,False
Male,45,8,0,56,23,910,70,53,12,1,82,1,True
Female,46,20,0,15,3,405,71,66,43,6,18,0,False
Female,73,18,0,3000,1,270,69,58,40,5,42,0,False
Female,94,18,1,2000,0,230,46,7,40,5,39,0,False
Male,33,6,0,19,23,815,37,27,13,3,63,1,True
Female,17,9,0,15,23,830,31,17,6,2,67,1,True
Male,49,11,1,70,29,795,62,30,17,2,79,1,True
Male,17,9,1,68,14,800,29,3,7,0,92,1,True
Female,50,23,0,13,4,300,74,64,49,5,18,0,False
Male,21,8,1,53,34,945,47,17,8,1,91,1,True
Male,29,14,1,13,12,850,29,11,19,2,57,1,True
Male,8,7,0,9,35,890,42,21,14,2,68,1,True
Male,94,21,0,4000,0,430,61,33,36,5,33,0,False
Female,53,22,0,19,2,420,68,56,31,7,16,0,False
Male,15,7,1,5,7,950,21,8,10,2,50,1,True
Male,18,9,1,79,36,970,28,0,9,0,80,1,True
Male,34,5,0,1991,7,300,58,18,38,7,44,0,False
Male,48,8,1,80,26,830,61,34,13,1,86,1,True
Male,54,19,0,3000,1,265,73,37,49,6,21,0,False
Female,95,16,0,2000,0,355,61,41,30,6,22,0,False
Male,47,5,0,3000,0,125,20,26,37,7,30,0,False
Female,68,19,0,2000,0,140,28,20,23,5,21,0,False
Female,55,15,1,6000,0,370,65,32,33,7,24,0,False
Male,42,8,1,34,35,765,37,10,6,1,61,1,True
Male,55,11,1,21,34,925,29,28,9,3,77,1,True
Female,98,24,0,4000,1,230,74,48,24,6,13,0,False
Female,93,16,1,4000,1,475,61,51,33,7,33,0,False
Male,16,6,1,44,11,825,22,10,17,1,59,1,True
Male,53,9,1,13,29,685,25,23,18,2,78,1,True
Female,99,15,1,24000,1,490,64,50,43,6,21,0,False
Female,21,5,0,79,0,879,58,34,8,0,79,1,False
Male,10,8,1,81,12,895,37,28,9,1,93,1,True
Female,85,24,0,24000,0,365,65,35,35,6,13,0,False
Female,54,23,0,14,1,470,71,73,52,7,24,0,False
Male,28,9,0,5,25,710,28,15,18,1,65,1,True
Female,37,12,1,13,36,815,47,29,12,3,88,1,True
Female,75,16,0,2000,1,260,64,53,40,5,48,0,False
Male,47,8,1,49,21,905,33,17,8,3,73,1,True
Female,70,22,1,6000,0,480,60,47,38,7,39,0,False
Female,62,21,0,2000,1,385,71,41,30,6,29,0,False
Male,12,7,1,63,12,860,21,29,8,0,91,1,True
Female,44,21,0,7,3,340,74,59,27,7,10,0,False
Female,50,22,0,6,0,415,73,81,45,6,20,0,False
Male,19,6,1,86,14,930,37,28,9,1,88,1,True
Male,53,14,0,2000,0,290,47,15,33,5,11,0,False
Female,7,8,0,12,14,830,39,27,10,0,86,1,True
Male,19,9,1,50,15,870,37,16,9,0,96,1,True
Male,21,6,1,78,16,990,24,21,9,1,81,1,True
Female,73,20,1,4000,0,310,61,56,48,6,37,0,False
Female,51,21,1,4000,1,295,67,51,39,7,24,0,False
Female,53,16,1,53,6,650,63,32,10,3,71,1,True
Female,79,15,0,2000,1,495,51,13,20,5,11,0,False
Female,14,13,0,4000,1,315,42,28,46,5,11,0,False
Male,25,9,0,5,34,670,44,11,10,0,54,1,True
Female,32,12,1,61,24,690,68,58,19,0,88,1,True
Female,99,16,0,3000,0,230,61,35,29,5,12,0,False
Female,41,16,0,11,2,355,69,80,41,5,12,0,False
Male,47,8,0,17,33,915,32,16,17,0,65,1,True
Male,31,13,0,21,7,670,54,25,15,0,56,1,True
Female,51,22,0,2000,0,375,63,39,39,5,31,0,False
Female,88,16,1,3000,0,220,74,34,44,6,20,0,False
Male,20,8,1,88,22,935,23,8,7,0,90,1,True
Male,30,11,0,25,3,885,24,3,5,7,63,1,False
Female,41,16,0,23,0,365,69,61,51,7,21,0,False
Female,34,12,0,3000,0,120,51,9,34,5,25,0,False
Male,88,22,0,2000,1,525,38,29,33,5,28,0,False
Male,39,5,1,33,7,965,31,7,19,0,87,1,True
Female,85,19,1,2000,1,210,69,50,49,6,43,0,False
Male,46,13,1,37,28,720,31,15,12,0,61,1,True
Male,18,7,1,98,36,945,27,8,6,1,88,1,True
Female,88,17,1,4000,0,165,66,38,37,7,35,0,False
Female,53,19,0,23,3,370,73,76,47,6,18,0,False
Male,21,8,1,90,24,880,40,18,8,0,83,1,True
Male,58,22,0,87,23,665,71,47,6,3,63,1,True
Male,7,11,1,16,15,925,50,25,19,3,66,1,True
Male,14,12,0,13,20,860,47,8,5,1,89,1,True
Male,57,11,1,18,29,700,29,13,17,2,70,1,True
Female,48,13,0,24,25,935,51,7,5,0,73,1,True
Male,56,9,0,9,23,735,52,15,12,3,53,1,True
Female,97,19,1,3000,0,420,60,58,23,7,10,0,False
Male,45,14,0,16,33,885,45,26,15,2,76,1,True
Male,10,7,1,63,19,950,24,2,7,0,89,1,True
Female,58,20,0,2000,0,540,74,55,46,5,39,0,False
Male,11,7,1,84,24,900,20,28,5,1,91,1,True
Male,46,12,0,12,6,775,20,19,15,0,66,1,True
Male,36,6,1,6,13,935,25,10,10,2,72,1,True
Female,46,17,0,16,0,480,66,63,31,5,28,0,False
Female,86,20,1,3000,1,150,65,39,31,7,33,0,False
Female,73,15,1,3000,1,170,64,57,22,6,26,0,False
Female,75,17,1,2000,1,515,61,31,21,7,31,0,False
Male,53,14,1,24,8,705,54,14,18,0,56,1,True
Female,43,16,0,7,3,300,72,60,39,6,13,0,False
Female,56,10,1,8,27,755,29,5,9,0,62,1,True
Male,17,9,1,19,6,855,36,9,9,3,71,1,True
Male,15,8,1,97,31,980,46,29,7,0,86,1,True
Female,94,23,0,4000,1,355,72,52,31,5,13,0,False
Male,20,11,0,36,31,845,36,21,8,2,87,1,True
Male,21,13,1,12,12,860,53,28,12,1,71,1,True
Male,24,8,1,81,33,940,37,2,9,1,90,1,True
Male,17,7,1,50,10,800,46,2,6,0,81,1,True
Female,54,11,1,40,34,970,31,13,9,3,81,1,True
Female,11,13,1,38,25,945,28,25,8,0,65,1,True
Male,9,10,0,10,13,990,31,7,7,2,69,1,True
Female,61,23,0,91,35,875,69,44,7,2,56,1,True
Female,37,9,0,7,21,860,40,27,11,2,83,1,True
Female,91,15,0,17000,0,475,60,54,32,6,40,0,False
Male,20,5,1,77,18,960,20,8,6,0,82,1,True
Male,23,5,1,88,34,885,40,11,7,1,99,1,True
Male,21,14,1,10,6,775,48,23,18,1,77,1,True
Female,51,16,0,5,2,390,68,67,30,7,12,0,False
Female,36,17,0,4,4,480,69,61,45,6,11,0,False
Male,59,24,0,83,24,935,70,47,17,3,85,1,True
Male,56,9,1,18,15,735,21,16,18,2,56,1,True
Female,15,7,0,60,29,800,72,53,15,2,88,1,True
Female,62,21,0,4000,0,500,61,33,38,6,31,0,False
Male,46,13,1,7,15,995,43,23,12,0,54,1,True
Male,11,9,1,95,10,965,25,5,5,0,99,1,True
Female,42,21,0,14,4,395,72,70,39,6,21,0,False
Male,23,6,1,66,20,845,24,25,6,0,84,1,True
Male,66,24,0,4000,1,470,70,37,26,5,22,0,False
Female,51,21,0,3,3,370,70,57,35,7,28,0,False
Male,45,11,1,22,20,710,28,13,15,3,74,1,True
Female,49,22,0,13,4,480,67,56,26,5,28,0,False
Female,37,21,0,9,1,435,65,59,50,7,20,0,False
Male,30,13,0,20,36,740,42,17,19,2,64,1,True
Male,10,12,1,19,5,700,24,17,11,1,57,1,True
Female,35,15,0,3,4,350,65,77,37,5,24,0,False
Male,36,11,1,10,8,491,72,60,34,7,22,1,False
Male,25,5,1,38,26,960,50,8,13,2,60,1,True
Female,17,5,0,40,11,990,22,28,14,3,53,1,True
Female,59,22,1,4000,1,230,71,56,38,7,38,0,False
Male,21,8,0,78,19,845,61,53,9,3,50,1,True
Female,51,24,0,3000,0,105,69,35,46,6,16,0,False
Female,77,23,0,2000,1,345,73,46,25,7,27,0,False
Male,75,24,1,67,36,675,61,40,6,3,61,1,True
Female,50,20,0,24,4,370,71,51,33,6,20,0,False
Female,46,24,0,22,2,440,74,67,38,6,18,0,False
Female,7,23,0,25,14,900,32,6,9,0,78,0,False
Male,44,13,1,33,14,815,53,29,6,0,82,1,True
Female,43,21,0,14,1,410,69,81,33,6,23,0,False
Male,21,6,1,65,30,945,35,21,9,1,99,1,True
Female,66,24,0,5000,0,335,65,51,31,7,24,0,False
Male,97,17,0,3000,1,450,65,52,41,5,14,0,False
Male,29,9,1,19,22,880,31,15,9,3,53,1,True
Male,22,5,1,81,17,900,46,27,9,1,98,1,True
Female,72,20,0,4000,0,170,66,42,32,5,19,0,False
Female,53,17,0,4000,0,265,64,53,42,6,43,0,False
Male,7,5,1,22,11,970,20,19,16,2,63,1,True
Male,78,18,1,79,8,960,62,51,15,2,67,1,True
Male,59,12,1,14,37,670,46,19,14,0,73,1,True
Female,87,19,0,2000,1,325,68,46,49,7,16,0,False
Female,57,23,0,4000,1,405,65,42,23,5,14,0,False
Female,90,19,1,4000,0,265,60,34,41,5,43,0,False
Male,23,11,1,48,12,720,44,14,17,1,61,1,True
Male,73,16,0,2000,0,305,43,19,35,7,19,0,False
Female,94,21,1,4000,0,145,66,44,27,5,27,0,False
Male,81,16,0,3000,1,220,39,16,44,7,12,0,False
Female,86,20,0,2000,0,440,45,18,41,7,49,0,False
Male,20,9,1,91,29,820,32,22,5,0,90,1,True
Male,43,11,1,66,31,765,66,31,11,3,59,1,True
Female,76,15,1,4000,1,355,61,45,22,7,29,0,False
Female,99,19,0,17007,10,300,74,43,42,7,12,1,False
Male,80,24,1,2000,0,345,65,43,28,5,36,0,False
Male,33,6,1,9,24,860,24,7,6,1,68,1,True
Male,39,12,1,9,32,845,47,27,17,0,66,1,True
Female,64,24,0,4000,1,410,61,51,33,6,36,0,False
Male,22,7,1,89,18,860,46,27,8,1,81,1,True
Male,23,5,1,90,10,920,47,13,7,0,92,1,True
Male,21,5,1,50,12,960,46,7,5,0,87,1,True
Female,54,23,0,23,2,330,74,54,45,6,20,0,False
Female,48,17,0,13,0,490,66,63,27,6,25,0,False
Male,57,6,1,48,6,745,39,12,15,2,64,1,True
Male,7,15,1,24,21,900,36,28,5,4,62,1,False
Female,72,15,0,21000,1,260,62,38,28,6,30,0,False
Female,36,16,0,16,0,300,65,56,53,5,16,0,False
Female,76,20,1,2000,1,290,66,48,41,6,47,0,False
Female,94,17,1,2000,1,475,62,54,26,7,31,0,False
Male,16,6,1,78,37,960,27,3,9,0,99,1,True
Male,20,5,1,83,23,975,49,12,6,1,87,1,True
Female,29,8,1,10,7,690,21,8,10,1,82,1,True
Female,58,19,0,5000,1,515,64,39,27,6,47,0,False
Female,21,5,0,9,34,695,50,9,9,2,66,1,True
Female,81,24,1,22000,0,470,72,35,32,7,40,0,False
Female,49,15,0,19,4,420,74,62,32,7,26,0,False
Male,88,15,1,2000,0,445,22,23,40,5,49,0,False
Male,25,10,0,6,21,735,49,29,9,0,71,1,True
Male,49,8,1,48,32,670,39,14,18,3,86,1,True
Female,38,24,0,23,4,400,68,73,30,5,13,0,False
Female,63,24,0,2000,1,365,73,35,38,6,19,0,False
Male,63,20,0,3000,0,505,63,59,46,5,11,0,False
Female,69,18,0,4000,1,515,32,18,31,7,14,0,False
Female,57,21,0,3000,0,280,44,24,35,6,34,0,False
Female,76,18,1,64,26,895,66,49,5,2,81,1,True
Male,15,9,1,5,13,725,36,15,5,1,72,1,True
Male,46,9,0,6,18,900,44,22,17,1,58,1,True
Male,18,6,1,87,24,930,27,10,6,1,81,1,True
Female,37,13,1,19,6,705,49,7,11,0,71,1,True
Male,92,18,1,2000,0,450,34,8,29,7,39,0,False
Male,9,8,1,14,7,805,36,12,17,0,83,1,True
Female,51,18,1,2000,1,415,64,56,20,5,28,0,False
Male,11,5,0,21,7,875,54,6,11,2,81,1,True
Female,55,23,1,2000,0,115,69,39,29,5,39,0,False
Male,99,20,1,3000,0,285,66,33,41,7,28,0,False
Female,98,15,1,3000,1,160,61,42,20,6,23,0,False
Female,7,11,1,22,20,835,20,25,14,2,76,1,True
Male,18,12,0,13,8,975,50,29,19,2,65,1,True
Male,12,14,1,78,24,955,61,42,15,1,54,1,True
Male,50,7,1,24,7,910,41,21,13,0,55,1,True
Female,92,16,0,4000,0,310,42,7,37,6,35,0,False
Female,41,20,0,3,3,440,71,75,43,7,23,0,False
Male,42,7,1,66,34,840,61,53,19,0,65,1,True
Male,21,8,0,58,37,940,74,37,18,3,84,1,True
Female,85,24,0,3990,2,429,54,26,50,0,34,1,False
Female,70,20,1,2000,1,500,61,30,30,5,19,0,False
Female,52,20,1,3000,1,405,74,56,41,5,44,0,False
Male,24,9,1,96,24,800,23,15,8,0,98,1,True
Male,40,14,1,13,18,730,30,20,12,2,80,1,True
Male,22,12,1,5,14,775,34,6,13,1,57,1,True
Female,81,23,1,2000,1,170,68,59,20,6,11,0,False
Female,99,21,1,4000,1,115,23,29,30,6,45,0,False
Female,8,9,0,46,20,720,40,11,16,1,85,1,True
Male,54,24,1,75,21,655,64,57,11,3,63,1,True
Male,13,9,1,73,21,895,27,20,5,0,81,1,True
Female,84,17,0,12000,0,485,66,36,49,6,10,0,False
Male,53,19,0,85,31,935,70,47,9,0,60,1,True
Female,35,20,0,24,0,365,71,67,25,6,21,0,False
Male,18,7,1,56,30,965,30,19,9,1,99,1,True
Male,45,8,1,17,37,865,22,14,13,1,54,1,True
Female,14,6,0,2000,0,455,53,23,36,6,26,0,False
Female,43,10,0,2000,1,280,50,23,22,6,34,0,False
Male,13,7,1,75,12,855,29,26,5,0,81,1,True
Female,77,20,0,4000,0,380,41,5,32,6,14,0,False
Female,69,11,1,1998,10,300,71,55,47,7,55,0,True
Female,99,20,1,4000,0,365,70,31,28,7,10,0,False
Male,28,5,1,7,12,995,28,13,7,1,81,1,True
Male,47,9,0,14,27,680,52,8,13,1,86,1,True
Male,41,6,0,23,16,835,39,26,6,0,86,1,True
Female,95,20,0,2000,1,530,74,55,49,5,33,0,False
Female,32,8,0,2000,1,370,45,8,44,5,27,0,False
Female,53,6,0,3000,1,230,41,11,33,6,32,0,False
Male,19,7,1,81,16,925,20,13,9,0,87,1,True
Male,37,9,1,44,37,800,32,5,18,1,74,1,True
Male,58,13,0,15,8,930,35,13,12,1,57,1,True
Female,57,20,1,8000,0,450,62,37,27,5,19,0,False
Male,21,5,1,3000,0,100,30,24,23,5,30,0,False
Female,48,23,0,18,4,495,66,54,41,5,29,0,False
Male,21,6,1,90,25,935,44,17,5,0,96,1,True
Male,14,8,1,75,37,980,20,14,6,1,80,1,True
Female,83,21,1,4000,1,510,63,36,24,6,40,0,False
Female,82,23,1,3000,1,355,63,51,49,6,22,0,False
Male,27,5,0,45,17,840,46,25,7,1,78,1,True
Male,57,12,1,43,30,650,32,6,10,1,54,1,True
Male,11,7,1,88,20,935,22,21,8,0,84,1,True
Female,15,9,1,17,11,865,34,10,11,0,71,1,True
Female,15,8,1,59,28,705,72,36,5,3,58,1,True
Male,50,16,0,16000,0,125,74,46,49,5,14,0,False
Male,18,9,1,76,35,845,33,10,5,0,82,1,True
Male,68,16,1,96,21,860,60,43,19,2,51,1,True
Male,23,6,1,55,18,965,32,22,7,0,92,1,True
Female,59,24,1,2006,0,300,72,38,45,0,17,1,True
Female,88,19,1,3000,1,360,66,59,26,6,27,0,False
Female,77,15,1,3000,0,275,49,11,42,5,14,0,False
Female,38,21,0,3,1,330,69,72,51,5,14,0,False
Male,24,7,1,54,28,870,34,5,6,1,84,1,True
Female,81,18,0,3000,1,445,72,38,28,6,28,0,False
Male,73,15,0,62,9,670,71,43,8,0,69,1,True
Male,15,11,0,33,35,765,48,10,14,2,68,1,True
Male,34,12,0,16,17,845,48,14,10,3,74,1,True
Male,13,6,1,96,37,950,43,12,5,1,88,1,True
Female,92,24,0,8000,0,265,68,33,36,5,27,0,False
Female,34,12,1,47,10,750,34,6,11,1,53,1,True
Male,11,8,1,55,32,850,47,18,5,1,91,1,True
Female,38,9,0,19,20,725,22,21,5,3,60,1,True
Male,9,14,1,5,5,890,39,8,10,3,62,1,True
Female,37,24,0,2,1,454,72,42,54,7,10,0,False
Male,7,10,1,13,11,930,34,17,8,3,72,1,True
Female,69,15,0,5000,1,305,68,56,40,6,40,0,False
Male,20,6,1,87,29,820,35,16,8,1,93,1,True
Female,41,18,0,16,0,455,66,84,32,5,17,0,False
Female,48,16,0,16,3,485,74,62,38,5,23,0,False
Female,24,5,1,9,16,900,52,29,9,1,58,1,True
Male,48,8,0,10,8,730,40,7,19,2,59,1,True
Female,80,17,1,3000,0,230,74,40,44,6,12,0,False
Female,41,18,0,7,1,405,65,76,36,5,26,0,False
Female,81,13,0,99,11,900,57,25,12,0,75,0,True
Male,12,7,1,19,27,965,45,15,8,2,58,1,True
Female,62,22,1,4000,1,335,60,58,38,7,39,0,False
Female,13,13,0,10,31,700,33,17,12,2,53,1,True
Male,36,12,0,10,37,995,20,10,8,1,63,1,True
Male,37,12,1,45,28,985,36,24,17,2,79,1,True
Female,49,18,0,6,0,335,66,54,48,7,11,0,False
Female,35,15,0,24,2,475,66,71,50,7,24,0,False
Male,20,9,1,6,33,735,46,29,18,1,58,1,True
Female,29,14,1,4000,0,190,44,10,32,6,26,0,False
Male,12,9,1,76,29,855,25,10,5,1,98,1,True
Male,18,9,1,95,22,970,39,20,8,1,92,1,True
Male,43,6,1,12,26,980,24,8,13,3,87,1,True
Female,29,10,0,3000,1,100,25,16,37,6,39,0,False
Female,50,17,0,23,1,300,69,74,39,6,27,0,False
Female,8,11,0,87,23,843,45,5,5,3,94,0,False
Male,45,11,1,32,6,890,51,20,12,3,84,1,True
Male,22,7,1,81,15,920,61,41,13,0,62,1,True
Female,81,22,0,23000,0,265,71,50,43,6,30,0,False
Female,37,22,0,14,2,410,69,64,35,7,27,0,False
Female,90,15,0,12000,0,380,73,53,38,5,46,0,False
Female,93,20,1,4000,1,245,44,28,20,7,26,0,False
Female,89,21,1,10000,1,385,74,34,30,6,34,0,False
Female,65,17,0,4000,1,180,74,52,28,7,30,0,False
Male,12,5,1,12,27,850,50,14,17,2,63,1,True
Male,84,16,0,7000,0,450,70,43,36,5,13,0,False
Male,58,17,0,57,9,995,61,54,5,3,62,1,True
Male,92,20,1,2000,1,355,60,32,44,5,20,0,False
Male,74,23,1,81,6,720,64,54,8,0,71,1,True
Female,55,5,1,61,20,676,69,37,26,7,81,0,True
Female,49,21,0,16,4,375,72,50,48,7,10,0,False
Male,23,14,0,10,34,960,41,16,12,1,61,1,True
Female,40,5,1,21,14,980,54,28,13,2,51,1,True
Female,28,5,1,15,1,900,36,3,5,7,86,0,True
Male,92,22,1,3000,0,435,71,45,41,5,30,0,False
Female,46,21,0,22,3,350,74,56,54,6,22,0,False
Male,12,9,1,56,39,930,27,26,6,1,90,1,True
Female,8,11,1,2000,0,420,25,8,43,5,27,0,False
Female,33,13,1,2000,0,450,42,18,42,7,17,0,False
Female,83,18,0,3000,1,170,74,36,41,5,43,0,False
Female,94,24,1,4000,1,355,74,34,46,7,17,0,False
Male,19,14,1,40,32,955,43,15,16,3,80,1,True
Male,55,10,0,20,34,770,20,12,11,3,60,1,True
Male,16,5,1,97,29,885,45,27,8,1,95,1,True
Female,95,15,1,2000,0,340,45,5,20,5,39,0,False
Male,28,14,0,36,18,845,38,19,16,1,50,1,True
Female,32,14,1,11,23,990,51,13,15,2,73,1,True
Female,56,15,0,3000,0,285,60,32,36,5,37,0,False
Male,15,9,1,53,22,935,38,21,9,0,83,1,True
Female,25,14,1,20,12,700,46,6,16,2,59,1,True
Male,25,5,0,43,33,960,37,14,14,0,79,1,True
Male,23,8,1,38,35,875,44,13,5,3,62,1,True
Male,7,10,0,19,26,965,28,19,7,3,57,1,True
Male,11,12,1,47,14,850,49,5,17,2,59,1,True
Female,74,15,0,11000,0,135,62,41,20,7,24,0,False
Female,71,21,0,3000,1,495,70,44,30,7,15,0,False
Female,42,21,0,14,3,480,65,70,42,6,11,0,False
Female,44,17,0,13,0,400,65,70,46,6,15,0,False
Female,47,12,1,4000,1,320,22,26,26,5,10,0,False
Female,49,21,0,7,0,480,66,50,49,7,11,0,False
Female,47,20,0,9,3,450,65,75,32,7,27,0,False
Male,17,5,1,26,28,655,46,28,6,1,84,1,True
Female,42,19,0,5,0,480,73,72,53,5,23,0,False
Male,23,6,1,86,26,830,40,28,6,1,83,1,True
Female,31,6,0,18,22,905,35,10,14,2,86,1,True
Male,84,12,0,14002,3,364,72,36,31,0,29,1,False
Female,47,8,0,12,20,700,38,27,14,1,75,1,True
Male,26,5,0,61,11,900,30,11,17,0,95,1,True
Male,7,12,1,24,14,990,45,8,5,1,77,1,True
Male,51,9,0,6,14,670,21,14,14,0,57,1,True
Female,37,19,0,23,3,385,66,83,34,6,13,0,False
Male,21,13,1,32,31,800,32,29,11,0,76,1,True
Female,68,22,0,4000,0,360,66,41,24,5,38,0,False
Male,24,5,1,97,29,875,48,15,6,1,96,1,True
Female,23,6,1,18,18,935,28,10,14,2,62,1,True
Female,41,19,0,5,1,400,72,56,45,5,14,0,False
Male,24,6,1,90,15,820,22,28,9,1,86,1,True
Female,59,15,0,99,11,655,72,51,9,0,75,1,True
Female,42,6,0,2000,1,490,33,12,37,5,20,0,False
Male,92,14,1,3006,1,312,63,52,36,7,47,1,False
Female,62,15,1,4000,1,260,69,56,24,7,32,0,False
Male,47,7,1,14,5,795,41,23,5,3,71,1,True
Male,23,5,1,2000,1,495,34,5,49,7,41,0,False
Male,16,11,0,4007,10,424,26,38,21,5,27,0,True
Female,66,21,0,24000,1,510,69,53,47,7,44,0,False
Female,54,10,0,31,22,895,22,6,11,0,75,1,True
Male,45,7,1,2007,0,348,74,44,36,2,34,1,False
Female,83,16,0,4000,1,385,41,27,27,6,17,0,False
Female,91,24,1,3000,1,210,74,31,26,6,46,0,False
Male,12,7,1,65,39,835,48,13,8,1,95,1,True
Male,41,9,0,10,33,665,32,8,15,0,75,1,True
Male,71,19,0,4000,0,495,65,50,24,7,39,0,False
Male,76,22,0,2000,0,450,62,44,38,6,39,0,False
Female,89,22,1,4000,0,440,67,46,25,6,40,0,False
Male,19,6,1,21,22,810,20,21,16,2,56,1,True
Female,54,21,0,14,0,365,67,63,51,5,21,0,False
Female,79,22,0,3000,0,510,72,48,21,6,28,0,False
Male,24,8,1,85,38,860,28,20,5,1,92,1,True
Female,49,16,0,3,0,415,69,52,29,7,14,0,False
Female,53,20,0,23,3,320,71,68,37,6,26,0,False
Male,21,8,1,96,16,800,20,16,7,1,83,1,True
Female,52,17,0,4,0,445,70,74,38,7,27,0,False
Female,43,17,0,12,1,385,65,72,28,7,11,0,False
Female,13,7,1,22,25,680,29,16,11,2,61,1,True
Male,75,18,1,3000,1,530,70,45,38,7,37,0,False
Male,23,6,0,12,13,760,39,9,14,1,67,1,True
Female,54,17,1,3000,0,130,63,56,20,5,35,0,False
Female,14,12,0,10,18,740,48,8,17,0,56,1,True
Female,50,17,0,24000,0,285,69,46,25,6,41,0,False
Male,14,9,1,79,12,855,29,18,6,0,90,1,True
Male,21,7,1,18,23,715,21,29,8,2,83,1,True
Male,55,7,1,22,27,805,36,28,10,1,73,1,True
Male,47,6,1,7,36,725,21,19,14,0,82,1,True
Male,19,7,1,84,24,955,31,27,8,1,86,1,True
Female,42,5,0,62,26,755,72,45,6,0,80,1,True
Male,52,23,0,82,35,960,67,37,11,1,83,1,True
Female,62,22,1,4000,0,140,74,56,29,7,33,0,False
Male,37,13,0,8,15,825,39,11,8,2,63,1,True
Female,56,6,0,7,37,685,45,6,7,2,77,1,True
Female,35,15,0,19,4,340,71,64,50,7,11,0,False
Male,61,17,1,3000,0,325,37,12,47,6,48,0,False
Female,51,15,0,17,3,425,66,63,42,5,12,0,False
Female,98,17,1,2000,0,395,64,44,23,7,47,0,False
Female,71,15,1,15000,1,505,68,56,42,5,29,0,False
Male,55,18,0,3000,1,475,62,57,42,6,26,0,False
Male,50,11,1,20,5,815,42,26,9,0,65,1,True
Male,30,9,0,43,15,700,42,21,17,0,82,1,True
Male,30,5,1,11,7,865,35,6,11,3,51,1,True
Male,19,13,0,14,24,805,31,17,17,0,64,1,True
Male,42,5,0,26,15,660,33,13,6,1,82,1,True
Female,7,7,0,25,18,856,39,16,5,0,75,1,False
Female,92,21,1,3000,0,245,69,35,43,7,31,0,False
Female,91,22,0,21000,0,335,60,32,27,5,15,0,False
Male,29,12,1,20,30,845,22,27,17,1,72,1,True
Male,74,15,0,63,28,755,74,42,16,3,67,1,True
Female,37,21,0,23,1,300,72,73,45,7,13,0,False
Male,14,14,1,71,14,830,62,58,11,3,63,1,True
